,이름,용량,가격,1ml당 가격,성분,종류,img_src,href
28,하다라보 고쿠쥰밀크140ml,140.0,17000.0,121.43,"정제수,글리세린,카프릴릭/카프릭트라이글리세라이드,다이프로필렌글라이콜,하이드로제네이티드폴리,펜틸렌글라이콜,피피지-10메틸글루코오스에터,세테스-23,글리세릴스테아레이트,스테아릴알코올,카보머,베헤닐알코올,알지닌,프로판다이올,소듐하이알루로네이트,다이소듐이디티에이,피토스테릴/옥틸도데실라우로일글루타메이트,카프릴하이드록사믹애씨드,부틸렌글라이콜,하이드롤라이즈드하이알루로닉애씨드,소듐아세틸레이티드하이알루로네이트,락토코쿠스/하이알루로닉애씨드발효여과물",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014491706ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000144917&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
29,크리니크 드라마티컬리 디퍼런트 모이스춰라이징 로션 30ml,30.0,11000.0,366.67,"정제수,미네랄오일,글리세린,페트롤라툼,스테아릭애씨드,글리세릴스테아레이트,참깨오일,우레아,라놀린알코올,트라이에탄올아민,보리추출물,오이열매추출물,해바라기씨드케이크,프로필렌글라이콜다이카프레이트,소듐하이알루로네이트,부틸렌글라이콜,펜틸렌글라이콜,트라이소듐이디티에이,페녹시에탄올,황색5호,황색4호,적색227호제공된성분은동일제품이라도경우에따라변경될수있습니다.최신정보는제품포장의성분을참고하시거나본사고객관리지원팀으로연락부탁드립니다.",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017457601ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000174576&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
30,디오디너리 내추럴 모이스처라이징 팩터스 + HA 30ml,30.0,8100.0,270.0,"정제수,카프릴릭/카프릭트라이글리세라이드,세틸알코올,프로판다이올,스테아릴알코올,글리세린,소듐하이알루로네이트,알지닌,아스파틱애씨드,글라이신,알라닌,세린,발린,아이소류신,프롤린,트레오닌,히스티딘,페닐알라닌,글루코오스,말토스,프룩토오스,트레할로오스,소듐피씨에이,피씨에이,소듐락테이트,우레아,알란토인¸리놀레익애씨드,올레익애씨드,피토스테릴카놀라글리세라이즈,팔미틱애씨드,스테아릭애씨드,레시틴,트리올레인,토코페롤,카보머,아이소세테스-20,폴리솔베이트60,소듐클로라이드,시트릭애씨드,트라이소듐에틸렌다이아민다이석시네이트,펜틸렌글라이콜,트라이에탄올아민,소듐하이드록사이드,페녹시에탄올,클로페네신",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015861802ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000158618&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
31,마리엔메이 비타민C+비피다 로션 120ml,120.0,19500.0,162.5,"정제수,비피다발효용해물,카프릴릭/카프릭트라이글리세라이드,글리세린,나이아신아마이드,세테아릴알코올,다이프로필렌글라이콜,아스코빅애씨드,부틸렌글라이콜,글리세릴스테아레이트에스이,세틸에틸헥사노에이트,폴리글리세릴-3메틸글루코오스다이스테아레이트,트로메타민,하이드록시아세토페논,카보머,시어버터,팔미틱애씨드,스테아릭애씨드,판테놀,향료,토코페릴아세테이트,1&2-헥산다이올,아데노신,카프릴릴글라이콜,다이소듐이디티에이,펜틸렌글라이콜,소듐하이알루로네이트,소듐하이알루로네이트크로스폴리머,하이드롤라이즈드하이알루로닉애씨드,하이알루로닉애씨드,에틸헥실글리세린,하이드롤라이즈드소듐하이알루로네이트",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016261505ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000162615&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
32,프리메라 맨 인더핑크 아쿠아 쉴드 파워 모이스처라이저 50ml 기획,80.0,33000.0,412.5,"정제수,글리세린,부틸렌글라이콜,비스-하이드록시에톡시프로필다이메티콘,스쿠,알란,다이카프릴릴에터,수크로오스폴리스테아레이트,1&2-헥산다이올,메틸트라이메티콘,글리세릴스테아레이트,카프릴릭/카프릭/미리스틱/스테아릭트라이글리세라이드,펜타에리,스리틸테트라에틸헥사노에이트,카카오씨버터,하이드로제네이티드올리브오일데실에스터,폴리글리세릴-3메틸글루코오스다이스테아레이트,스테아릭애씨드,폴리메틸실세스퀴옥,세인,팔미틱애씨드,하이드로제네이티드폴리아이소부텐,C14-22알코올,하이드록시에틸,아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,향료,피토스테롤,아크릴레이트,/C10-30알킬아크릴레이트크로스폴리머,C12-20알킬글루코사이드,잔탄검,글리세릴카프,릴레이트,프로판다이올,트로메타민,에틸헥실글리세린,다이소듐이디티에이,에탄올,솔비,탄아이소스테아레이트,하이알루로닉애씨드,마데카소사이드,소듐하이알루로네이트,황금,추출물,미리스틱애씨드,아라키딕애씨드,적색산화철,토코페롤,약모밀추출물,글루코오스,하이드롤라이즈드하이알루로닉애씨드,사철쑥추출물,소듐하이알루로네이트크로스폴리머,소듐아세틸레이티드하이알루로네이트",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016389710ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000163897&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
33,프리메라 맨 인더핑크 아쿠아 쉴드 파워 모이스처라이저 50ml,50.0,33000.0,660.0,"정제수,글리세린,부틸렌글라이콜,비스-하이드록시에톡시프로필다이메티콘,스쿠,알란,다이카프릴릴에터,수크로오스폴리스테아레이트,1&2-헥산다이올,메틸트라이메티콘,글리세릴스테아레이트,카프릴릭/카프릭/미리스틱/스테아릭트라이글리세라이드,펜타에리,스리틸테트라에틸헥사노에이트,카카오씨버터,하이드로제네이티드올리브오일데실에스터,폴리글리세릴-3메틸글루코오스다이스테아레이트,스테아릭애씨드,폴리메틸실세스퀴옥,세인,팔미틱애씨드,하이드로제네이티드폴리아이소부텐,C14-22알코올,하이드록시에틸,아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,향료,피토스테롤,아크릴레이트,/C10-30알킬아크릴레이트크로스폴리머,C12-20알킬글루코사이드,잔탄검,글리세릴카프,릴레이트,프로판다이올,트로메타민,에틸헥실글리세린,다이소듐이디티에이,에탄올,솔비,탄아이소스테아레이트,하이알루로닉애씨드,마데카소사이드,소듐하이알루로네이트,황금,추출물,미리스틱애씨드,아라키딕애씨드,적색산화철,토코페롤,약모밀추출물,글루코오스,하이드롤라이즈드하이알루로닉애씨드,사철쑥추출물,소듐하이알루로네이트크로스폴리머,소듐아세틸레이티드하이알루로네이트",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016389601ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000163896&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
34,플리프 시카-알로에 프레쉬 로션 200ml,200.0,24000.0,120.0,"알로에베라잎추출물,부틸렌글라이콜,에탄올,글리세린,병풀추출물,나이아신아마이드,안젤리카추출물,레이디스맨틀추출물,아이브라이트추출물,대왕송잎추출물,당느릅나무뿌리추출물,달맞이꽃추출물,칡뿌리추출물,락토바실러스발효용해물,카프릴로일살리실릭애씨드,베타인,소듐하이알루로네이트,페닐트라이메티콘,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,잔탄검,카보머,아데노신,정제수,트로메타민,다이소듐이디티에이,1&2-헥산다이올,하이드록시아세토페논,에틸헥실글리세린,레몬오일,오렌지껍질오일,베르가모트오일,리모넨",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016352002ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000163520&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
35,오리진스 메가버섯 포티파잉 에멀전 100ml,100.0,58000.0,580.0,"정제수,스쿠알란,호호바씨오일,부틸렌글라이콜,글리세린,폴리글리세릴-3메틸글루코오스다이스테아레이트,라벤더오일,필리핀오렌지껍질오일,광곽향잎오일,유향나무오일,오렌지오일,센티드제라늄꽃오일,리날룰,시트로넬올,리모넨,제라니올,영지버섯추출물,조류추출물,에스큘렌타렌즈콩추출물,사과추출물,차가버섯균핵추출물,동충하초추출물,생강추출물,울금뿌리추출물,홀리바질잎추출물,흰무늬엉겅퀴열매추출물,소듐하이알루로네이트,해바라기씨오일,락토바실러스발효물,토코페릴아세테이트,수박추출물,양구슬냉이씨오일,솔비톨,효모발효여과물,소듐스테아로일글루타메이트,비타민나무추출물,카페인,코코-카프릴레이트/카프레이트,수크로오스,폴리솔베이트20,소듐하이드록사이드,소듐락테이트,에르고티오네인,말토덱스트린,베헤닐알코올,폴리아크릴레이트크로스폴리머-6,소듐피씨에이,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,하이드로제네이티드레시틴,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,팔미틱애씨드,카프릴릴글라이콜,헥실렌글라이콜,t-부틸알코올,소듐벤조에이트,페녹시에탄올,포타슘솔베이트",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016293202ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000162932&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
36,셀퓨전씨 포스트 알파 카밍 에멀전 150ml,150.0,38000.0,253.33,"정제수,부틸렌글라이콜,글리세레스-26,에탄올,1&2-헥산다이올,글리세린,다이프로필렌글라이콜,폴리메틸메타크릴레이트,구아이아줄렌,귀리커넬추출물,피버퓨추출물,당호박추출물,마트리카리아추출물,당느릅나무뿌리추출물,아티초크잎추출물,프랑스해안송껍질추출물,줄맨드라미씨추출물,봉의꼬리추출물,하이드로제네이티드레시틴,베타-글루칸,베타인,C12-14파레스-12,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,메틸프로판다이올,잔탄검,자일리틸글루코사이드,폴리쿼터늄-51,다이소듐이디티에이,안하이드로자일리톨,자일리톨,메틸다이아이소프로필프로피온아마이드,세라마이드엔피,하이드롤라이즈드루핀단백질,수크로오스스테아레이트,사카라이드아이소머레이트,스테아릭애씨드,콜레스테릴마카다미에이트,팔미틱애씨드,콜레스테롤,에틸헥실글리세린,향료",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016832701ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000168327&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
37,미프 로션 180ml,180.0,19000.0,105.56,"정제수,글리세린,다이프로필렌글라이콜,1&2-헥산다이올,나이아신아마이드,세틸에틸헥사노에이트,폴리글리세린-3,C14-22알코올,마카다미아씨오일,베타인,페닐트라이메티콘,아라키딜알코올,C12-20알킬글루코사이드,베헤닐알코올,카보머,아라키딜글루코사이드,트로메타민,하이드록시에틸셀룰로오스,향료,아데노신,다이소듐이디티에이,글루코오스,부틸렌글라이콜,빙하수,악마의발톱뿌리추출물,페네틸알코올,소듐카라기난,야니아루벤스추출물,호스테일켈프추출물,납작파래추출물,팔손이분홍치추출물,보검선인장열매추출물,펜틸렌글라이콜,카프릴릴글라이콜,글라이신,세린,글루타믹애씨드,호호바씨오일,아스파틱애씨드,류신,블루아가베잎추출물,알라닌,라이신,알지닌,타이로신,페닐알라닌,발린,트레오닌,프롤린,아이소류신,히스티딘,메티오닌,시스테인,해바라기씨오일불검화물,스쿠알란,토마토추출물,두날리엘라살리나추출물,리날룰",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017405101ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000174051&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
38,질레트 랩스 모이스처라이저100ml,100.0,21900.0,219.0,"정제수,비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,글리세린,나이아신아마이드,아이소헥사데칸,아이소프로필아이소스테아레이트,다이메티콘,스테아릴알코올,판테놀1&2-헥산다이올,카프릴릴글라이콜,세틸알코올,소듐폴리아크릴레이트스타치,페녹시에탄올,베헤닐알코올,향료,다이메티콘올,세테아릴알코올,세테아릴글루코사이드,파이지-100스테아레이트,팔미틱애씨드,스테아릭애씨드,다이소듐이디티에이,리모넨,벤질살리실레이트,슈가켈프추출물",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017411803ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000174118&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
39,일소 데일리 모이스처 소프트닝 로션 150ml,150.0,23000.0,153.33,"정제수,1&2-헥산다이올,글리세레스-26,카프릴릭/카프릭트라이글리세라이드,아이소펜틸다이올,글리세린,하이드로제네이티드폴리데센,폴리글리세릴-3다이스테아레이트,세테아릴올리베이트,알지닌,카보머,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,다이메티콘,솔비탄올리베이트,만주자작나무수액,비타민나무수,동백나무씨오일,세라마이드엔피,소듐하이알루로네이트,알란토인,하이드로제네이티드레시틴,해바라기씨오일,부틸렌글라이콜,에틸헥실글리세린,글리세릴스테아레이트시트레이트,토코페릴아세테이트,리놀레익애씨드,다이소듐이디티에이,폴리글루타믹애씨드",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017470905ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000174709&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
40,크리니크 포 맨 안티 에이지 모이스춰라이저 100ml,100.0,68000.0,680.0,"정제수,스쿠알란,글리세린,이소스테아릴네오펜타노에이트,시어버터,부틸렌글라이콜,피이지-100스테아레이트,세틸알코올,디메치콘,폴리에칠렌,글리세릴스테아레이트,오이추출물,보리추출물,희첨추출물,유청단백질,카페인,아세틸헥사펩타이드-8,슈크로오스,페트롤라툼,소듐폴리아크릴레이트,아세틸글루코사민,카프릴릴글라이콜,프로필렌글라이콜디카프레이트,해바라기씨드케이크,글리세릴폴리메타크릴레이트,팔미토일올리고펩타이드,토코페릴아세테이트,소듐하이알루로네이트,디메치콘크로스폴리머-3,헥실렌글라이콜,피티에프이,피이지-8,잔탄검,디소듐이디티에이,페녹시에탄올제공된성분은동일제품이라도경우에따라변경될수있습니다.최신정보는제품포장의성분을참고하시거나본사고객관리지원팀으로연락부탁드립니다.",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017605901ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000176059&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
41,아누아 어성초 70 데일리 로션 200ml,200.0,28000.0,140.0,"약모밀추출물,글리세린,1&2-헥산다이올,메틸트라이메티콘,에틸헥실스테아레이트,부틸렌글라이콜,하이드로제네이티드폴리,폴리글리세릴-3다이스테아레이트,물푸레나무추출물,바질꽃/잎/줄기추출물,당느릅나무뿌리추출물,줄맨드라미씨추출물,하이드로제네이티드레시틴,소듐하이알루로네이트,글리세릴글루코사이드,정제수,글리세릴스테아레이트,트레할로오스,알지닌,카보머,글리세릴스테아레이트시트레이트,소듐스테아로일글루타메이트,글루코오스,다이소듐이디티에이,베타인,하이드롤라이즈드하이알루로닉애씨드,소듐아세틸레이티드하이알루로네이트,에틸헥실글리세린",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017610302ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000176103&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
42,헤라 옴므 파워부스팅 모이스춰라이저 110ML,110.0,69000.0,627.27,"정제수,부틸렌글라이콜,변성알코올,메틸트라이메티콘,하이드로제네이티드폴리,글리세린,부틸렌글라이콜다이카프릴레이트/다이카프레이트,세틸에틸헥사노에이트,나이아신아마이드,폴리글리세릴-3메틸글루코오스다이스테아레이트,1&2-헥산다이올,다이메티콘,하이드로제네이티드식물성오일,실리카,카페인,메도우폼씨오일,베헤닐알코올,향료,폴리아크릴레이트-13,글리세릴스테아레이트,피이지-100스테아레이트,카보머,폴리실리콘-11,트로메타민,세테아릴알코올,글리세릴카프릴레이트,소듐스테아로일글루타메이트,폴리아이소부텐,다이소듐이디티에이,에틸헥실글리세린,아데노신,리모넨,폴리솔베이트20,솔비탄아이소스테아레이트,리날룰,레시틴,시트랄,하이드롤라이즈드옥수수전분,소나무잎추출물,알파-아이소메틸아이오논,프로판다이올,하이드롤라이즈드루핀단백질,소듐하이알루로네이트,카프릴릴글라이콜,토코페롤,하이드롤라이즈드하이알루로닉애씨드,아세틸헵타펩타이드-4,소듐하이알루로네이트크로스폴리머,하이알루로닉애씨드,아세틸헥사펩타이드-8,소듐하이드록사이드,소듐아세틸레이티드하이알루로네이트,아세틸옥타펩타이드-3",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017807601ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000178076&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
43,MAC 라이트풀 C3 래디언트 하이드레이션 스킨 리뉴얼 에멀전,95.0,55000.0,578.95,"정제수,페닐트라이메티콘,프로판다이올,글리세린,다이메티콘,부틸렌글라이콜,아이소프로필아이소스테아레이트,하이드로제네이티드폴리데센,아스코빌글루코사이드,토코페릴아세테이트,소듐하이알루로네이트,사과추출물,에스큘렌타렌즈콩추출물,수박추출물,해바라기씨추출물,오이열매추출물,보리추출물,아보카도오일,세룰라타벚나무꽃추출물,퉁퉁마디추출물,맥아추출물,조류추출물,효모추출물,카페인,소듐피씨에이,트레할로오스,소듐락테이트,소듐폴리아스파테이트,아세틸글루코사민,수크로오스,틴옥사이드,합성플루오르플로고파이트,시메티콘,소듐하이드록사이드,카보머,데하이드로잔탄검,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,스테아레스-21,폴리솔베이트20,헥실렌글라이콜,카프릴릴글라이콜,프로필렌글라이콜다이카프레이트,세틸알코올,글리세릴스테아레이트,향료,다이소듐이디티에이,페녹시에탄올,소듐벤조에이트,포타슘솔베이트,마이카,티타늄디옥사이드,적색산화철,적색504호,황색4호,제공된성분은동일제품이라도경우에따라변경될수있습니다.최신정보는제품포장의성분을참고하시거나본사고객관리지원팀으로연락부탁드립니다.",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017996501ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000179965&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
44,레이지소사이어티 시카 애프터쉐이브 로션 100ml,100.0,12900.0,129.0,"정제수,부틸렌글라이콜,글리세린,글리세레스-26,프로판다이올,카프릴릭/카프릭트리글리세라이드,1&2-헥산다이올,마데카소사이드,병풀추출물,판테놀,세테아릴올리베이트,솔비탄올리베이트,트레할로오스,다이소듐이디티에이,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,소듐폴리아크릴레이트,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,카보머,알지닌,카프릴릴글라이콜,블랙윌로우나무껍질추출물,황련뿌리추출물,말라카이트추출물,녹차추출물",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018093401ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180934&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
45,케어존 아큐어 클래리파잉 에멀전 200ml,200.0,24000.0,120.0,"정제수,1&2-헥산다이올,헥실데실에틸헥사노에이트,프로판다이올,글리세릴스테아레이트,폴리글리세릴-3메틸글루코오스다이스테아레이트,트라이에틸헥사노인,세테아릴알코올,글리세린,하이드로제네이티드폴리데센,판테놀,다이메티콘,솔비탄스테아레이트,베타인,트로메타민,카보머,알란토인,베타-글루칸,나이아신아마이드,다이프로필렌글라이콜,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,카르니틴,살리실릭애씨드,트라이소듐이디티에이,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,라임전초오일,베르가모트오일,로즈마리잎오일,단향오일,리모넨,리날룰,시트랄",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0018/A00000018272101ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000182721&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
46,THREE 쓰리 밸런싱 에멀전 R 100ml,100.0,80000.0,800.0,"정제수,크렌베리열매수,글리세린,스쿠알란,부틸렌글라이콜,카프릴릭/카프릭트라이글리세라이드,올리브오일,펜틸렌글라이콜,호호바씨오일,하이드로제네이티드포스파티딜콜린,펙틴,폴리글리세릴-2스테아레이트,베르가모트오일,글리세릴스테아레이트,잔탄검,벤질알코올,스테아릴알코올,세테아릴올리베이트,솔비탄올리베이트,수크로오스팔미테이트,카라기난,센티드제라늄꽃오일,유향나무오일,자주개자리추출물,소듐시트레이트,마조람꽃오일,데하이드로아세틱애씨드,흰무늬엉겅퀴씨오일,섬조릿대수,녹차씨오일,프라칵시씨오일,사과수,울금뿌리추출물,프로판다이올,소듐벤조에이트,하이드롤라이즈드알진,시트릭애씨드,이질풀꽃/잎/줄기추출물,녹차꽃추출물,인카르나타시계꽃전초추출물,록샘파이어추출물",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017347201ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000173472&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
47,랩시리즈 그루밍 레이저 번 밤 100ml,100.0,55000.0,550.0,"정제수,세테아레스-12,코코-카프릴레이트/카프레이트,글리세릴스테아레이트에스이,디에칠헥실석시네이트,사이클로펜타실록산,부틸렌글라이콜,로부스타커피추출물,화피추출물,효모용해추출물,귀리커넬추출물,씨휩추출물,비사볼올,알로에베라잎즙,카페인,소듐디엔에이,카프릴릴글라이콜,소듐하이알루로네이트,콜레스테롤,리놀레익애씨드,피토스핑고신,피이지-10소이스테롤,글라이신,야자씨드버터,하이드로제네이티드레시틴,카프릴릭/카프릭트리글리세라이드,소르비탄세스퀴올리에이트,1&2-헥산다이올,프로필렌글라이콜디카프레이트,캐모마일,에칠헥실스테아레이트,에칠헥실팔미테이트,캐모마일,소듐베타-시토스테릴설페이트,스테아릴알코올,폴리쿼터늄-10,세테아레스-20,포타슘스테아레이트,스테아릭애씨드,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,카보머,테트라소듐이디티에이,헥실렌글라이콜,포타슘소르베이트,페녹시에탄올제공된성분은동일제품이라도경우에따라변경될수있습니다.최신정보는제품포장의성분을참고하시거나본사고객관리지원팀으로연락부탁드립니다.",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017233502ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000172335&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
48,피지오겔 DMT 포맨 플루이드 100ml+20ml 기획,120.0,35000.0,291.67,"정제수,글리세린,부틸렌글라이콜,카프릴릴메티콘,트레할로오스,1&2-헥산다이올,하이드로제네이티드폴리,다이페닐실록시페닐트라이메티콘,하이드록시에틸우레아,하이드로제네이티드레시틴,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,다이메티콘/페닐비닐다이메티콘크로스폴리머,트로메타민,나이아신아마이드,판테놀,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,트라이소듐이디티에이,베타-글루칸,카프릴릭/카프릭트라이글리세라이드,스쿠알란,병풀추출물,하이드롤라이즈드소듐하이알루로네이트,다이포타슘글리시리제이트,세라마이드엔피,카퍼트라이펩타이드-1",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017224801ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000172248&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
49,랩시리즈 데일리 레스큐 페이스로션 50ml 기획,50.0,76000.0,1520.0,"정제수,나이아신아마이드,옥틸도데칸올,글리세린,에틸렌/아크릴릭애씨드코폴리머,비스-피이지-18메틸에터다이메틸실레인,부틸렌글라이콜,인삼추출물,무수카페인,팔미토일헥사펩타이드-12,아스코빌글루코사이드,아세틸헥사펩타이드-8,테트라헥실데실아스코베이트,녹차추출물,제주진득찰추출물,보리추출물,당밀추출물,만주자작나무껍질추출물,유청단백질,알로에베라잎즙가루,다이포타슘글리시리제이트,조류추출물,밀배아추출물,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,소듐하이알루로네이트,토코페릴아세테이트,글리세릴폴리메타크릴레이트,씨휩추출물,아세틸글루코사민,다이메티콘,스쿠알란,피이지-8,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,실리카,소듐하이드록사이드,카프릴릴글라이콜,말토덱스트린,향료,다이소듐이디티에이,비에이치티,포타슘솔베이트,페녹시에탄올,마이카,티타늄디옥사이드",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016583306ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000165833&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
