,이름,용량,가격,1ml당 가격,성분,종류,img_src,href
50,랩시리즈 올인원 디펜스 로션 SPF35 PA++++ 50ml,50.0,55000.0,1100.0,"정제수,호모살레이트,에칠헥실살리실레이트,부틸옥틸살리실레이트,옥토크릴렌,부틸메톡시디벤조일메탄,나일론-12,옥틸도데실네오펜타노에이트,베헤닐알코올,다이메티콘,글리세린,미리스틸미리스테이트,세틸에스터,폴리에틸렌,부틸렌글라이콜,글리세릴스테아레이트,피이지-100스테아레이트,피이지-6,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,제주진득찰추출물,테르무스테르모필루스발효물,스쿠알란,트루로즈오브예리코추출물,밀배아추출물,보리추출물,만주자작나무껍질추출물,슈가켈프추출물,퉁퉁마디추출물,효모용해추출물,아세틸헥사펩타이드-8,바이오사카라이드검-4,무수카페인,다이포타슘글리시리제이트,콜레스테롤,소듐피씨에이,수크로오스,리놀레익애씨드,트레할로오스,조류추출물,트라이실록세인,소듐하이알루로네이트,폴리쿼터늄-51,락토바실러스발효물,디-피피지-2미레스-10아디페이트,스테아레스-21,토코페릴아세테이트,미리스틸라우레이트,향료,카프릴릴글라이콜,미리스틸알코올,우레아,헥실렌글라이콜,소듐데하이드로아세테이트,다이소듐이디티에이,비에이치티,페녹시에탄올제공된성분은동일제품이라도경우에따라변경될수있습니다.최신정보는제품포장의성분을참고하시거나본사고객관리지원팀으로연락부탁드립니다.",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016642707ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000166427&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
51,크리니크 포맨 오일-프리 모이스춰라이저 100ml,100.0,53000.0,530.0,"정제수,이소도데칸,부틸렌글라이콜,폴리프로필렌,디메치콘,비스-피이지-18메칠에텔디메칠실란,글리세린,암모늄아크릴로일디메칠타우레이트/브이피코폴리머,호장근추출물,오이추출물,슈가켈프추출물,보리추출물,효모용해추출물,락토바실러스발효물,해바라기씨드케이크,카페인,소듐하이알루로네이트,트레할로스,올레스-10,카프릴릴글라이콜,폴리실리콘-11,토코페릴아세테이트,프로필렌글라이콜디카프레이트,헥실렌글라이콜,라우레스-23,트로메타민,라우레스-4,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,실리카,디소듐이디티에이,페녹시에탄올,황색5호,적색504호,황색4호,제공된성분은동일제품이라도경우에따라변경될수있습니다.최신정보는제품포장의성분을참고하시거나본사고객관리지원팀으로연락부탁드립니다.",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016647401ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000166474&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
52,스케다 링클 리페어 에멀젼 135ml,135.0,23000.0,170.37,"정제수,에칠헥실팔미테이트,에탄올,글리세린,부틸렌글라이콜,디메치콘,1&2-헥산다이올,모근추출물,피이지-8,비스-피이지-18메칠에텔디메칠실란,베타인,소듐하이알루로네이트,블랙콤플렉스,마치현추출물,병풀추출물,갈락토미세스발효여과물,달팽이점액여과물,위치하젤추출물,디메치콘/비닐디메치콘크로스폴리머,소듐폴리아크릴레이트,카프릴릭/카프릭트리글리세라이드,향료,에칠헥실글리세린,사이클로펜타실록산,피이지/피피지-18/18디메치콘,트리데세스-6,아데노신,하이드로제네이티드레시틴,세라마이드엔피",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016482401ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000164824&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
53,라운드어라운드 그린티 약산성 고보습 로션 220ml,220.0,25000.0,113.64,"녹차수,글리세린,카프릴릭/카프릭트라이글리세라이드,1&2-헥산다이올,폴리글리세릴-3메틸글루코오스다이스테아레이트,메틸트라이메티콘,세테아릴알코올,글리세릴스테아레이트,팔미틱애씨드,스테아릭애씨드,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,카보머,소듐스테아로일글루타메이트,폴리메틸실세스퀴옥세인,트로메타민,에틸헥실글리세린,잔탄검,다이소듐이디티에이,드럼스틱씨오일,세라마이드엔피,피토스핑고신,하이드로제네이티드레시틴",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016842802ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000168428&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
54,비오템옴므 포스 수프림 모이스춰라이저 50ml,50.0,140000.0,2800.0,정제수글리세린디메치콘옥틸도데칸올소르비톨디비닐디메치콘/디메치콘코폴리머디메치콘/비닐디메치콘크로스폴리머페녹시에탄올카보머기름야자오일펜타에리스리틸테트라에칠헥사노에이트토코페릴아세테이트트리에탄올아민부틸렌글라이콜클로페네신하이드록시프로필테트라하이드로피란트리올향료펜틸렌글라이콜프로필렌글라이콜행인오일과물시계꽃씨오일하이드롤라이즈드쌀단백질옥수수오일쌀겨오일폴리아크릴아마이드잔탄검C13-14이소파라핀비트레오실라발효물디소듐이디티에이아데노신C12-13파레스-23C12-13파레스-3라우레스-7갈조추출물삼나무싹추출물리날룰,lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017042001ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000170420&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
55,비오템옴므 티쀼르 모이스춰라이저 50ml,50.0,84000.0,1680.0,정제수디메치콘변성알코올글리세린이소스테아릴네오펜타노에이트부틸렌글라이콜실리카실릴레이트암모늄폴리아크릴로일디메칠타우레이트피이지-12디메치콘징크설페이트디메치콘크로스폴리머소듐하이알루로네이트소듐하이드록사이드소듐폴리아크릴레이트펄라이트폴록사머184디소듐이디티에이하이드롤라이즈드알진카프릴로일글라이신카프릴로일살리실릭애씨드카프릴릴글라이콜비트레오실라발효물바이오사카라이드검-1멘톨t-부틸알코올폴리메칠실세스퀴옥산비에이치티살리실릭애씨드페녹시에탄올향료리모넨리날룰부틸페닐메칠프로피오날벤질살리실레이트알파-이소메칠이오논벤질알코올시트로넬올,lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017042101ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000170421&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
56,이지에프올로지 인헨싱 밸런싱 로션 50ml,50.0,63000.0,1260.0,"정제수,메도우폼씨오일,마카다미아씨오일,스쿠알란,글리세린,세틸에틸헥사노에이트,에틸헥실스테아레이트,시어버터,하이드로제네이티드레시틴,에탄올,1&2-헥산다이올,레시틴,세라마이드엔피,소듐아스코빌포스페이트,하이드롤라이즈드콜라겐,하이알루로닉애씨드,서양배추출물,서양송악잎/줄기추출물,사과추출물,비치스트로베리추출물,에스에이치-올리고펩타이드-1,에스에이치-올리고펩타이드-2,에스에이치-폴리펩타이드-1,소듐디엔에이",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0017/A00000017103401ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171034&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
57,리얼베리어 익스트림 로션 150ml,150.0,30000.0,200.0,"정제수,글리세린,프로판다이올,카프릴릭/카프릭트라이글리세라이드,솔비탄스테아레이트,펜타에리스리틸스테아레이트/카프레이트/카프릴레이트/아디페이트,글리세릴스테아레이트,미리스토일/팔미토일옥소스테아라마이드/아라카마이드엠이에이,부틸렌글라이콜,다이메티콘,토코페롤,카보머,알지닌,알란토인,잇꽃씨오일,판테놀,솔비탄라우레이트,해바라기씨오일,소듐하이알루로네이트,하이드록시에틸셀룰로오스,아세틸다이펩타이드-1세틸에스터,광곽향오일,살비아오일,소두구씨오일,다이하이드록시아이소프로필팔모일팜아마이드,마데카소사이드,비스-카프릴로일옥시팔미타미도아이소프로판올,스테아릭애씨드,엑토인,피토스테롤,캐모마일꽃오일,콘민트오일,자일리틸글루코사이드,안하이드로자일리톨,멕시칸주니퍼오일,자일리톨,글루코오스,아세틸헵타펩타이드-4,1&2-헥산다이올,카프릴릴글라이콜",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0016/A00000016797604ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000167976&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
58,메디힐 바오밥 수딩 수분 크림 100ml,100.0,30000.0,300.0,"정제수,글리세린,프로판다이올,부틸렌글라이콜,판테놀,카프릴릴메티콘,페닐트라이메티콘,다이카프릴릴에터,카프릴릭/카프릭트라이글리세라이드,펜틸렌글라이콜,비닐다이메티콘,바오밥나무씨추출물,폴리메틸실세스퀴옥세인,1&2-헥산다이올,소듐하이알루로네이트,하이알루로닉애씨드,하이드롤라이즈드하이알루로닉애씨드,자일리틸글루코사이드,자일리톨,하이드록시프로필트라이모늄하이알루로네이트,소듐아세틸레이티드하이알루로네이트,하이드롤라이즈드소듐하이알루로네이트,소듐하이알루로네이트크로스폴리머,포타슘하이알루로네이트,아이비고드열매추출물,세라마이드엔피,토코페롤,알로에베라꽃추출물,가지열매추출물,참산호말추출물,울금뿌리추출물,홀리바질잎추출물,키토산,하이드롤라이즈드콜라겐,세테아릴올리베이트,솔비탄올리베이트,락토바이오닉애씨드,아크릴레이트/에틸헥실아크릴레이트코폴리머,에틸헥실글리세린,소듐시트레이트,트로메타민,다이포타슘글리시리제이트,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,폴리아크릴레이트크로스폴리머-6,소듐파이테이트,안하이드로자일리톨,다이프로필렌글라이콜,하이드로제네이티드레시틴,피토스테롤,팔미토일트라이펩타이드-5,카퍼트라이펩타이드-1,아세틸헥사펩타이드-8,카보머,잔탄검,콜레스-24,인도멀구슬나무잎추출물,인도멀구슬나무꽃추출물,호호바씨오일",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015456508ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000154565&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
59,듀이트리 더 클린랩 옴므 티트리 에멀전 150ml,150.0,27000.0,180.0,"정제수,글리세린,사이클로펜타실록세인,부틸렌글라이콜,세틸에틸헥사노에이트,펜틸렌글라이콜,티트리잎오일,소듐하이알루로네이트,병풀잎추출물,만주자작나무수액,효모발효여과물,로즈마리잎추출물,티트리잎추출물,다이아이소스테아릴말레이트,알루미늄전분옥테닐석시네이트,글리세릴스테아레이트,폴리글리세릴-3메틸글루코오스다이스테아레이트,폴리메틸실세스퀴옥세인,소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,다이메티콘크로스폴리머,하이드록시아세토페논,팔미틱애씨드,폴리아이소부텐,스테아릭애씨드,세테아릴글루코사이드,카프릴릴글라이콜,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,시트릭애씨드,카프릴릴/카프릴글루코사이드,솔비탄올리에이트,소듐파이테이트,1&2-헥산다이올,마데카소사이드,글루코오스,아시아티코사이드,에틸헥실글리세린,세테아릴알코올,세틸알코올,잔탄검",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0015/A00000015825306ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000158253&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
60,닥터자르트 컨트롤에이 티트리먼트 모이스처라이저 100ml,100.0,47000.0,470.0,"티트리잎추출물,글리세린,나이아신아마이드,메틸프로판다이올,에틸헥실스테아레이트,트레할로오스,세테아릴글루코사이드,솔비탄올리베이트,메틸트라이메티콘,병풀추출물,무화과추출물,다시마추출물,한련초잎추출물,녹차추출물,버지니아풍년화추출물,알로에베라잎추출물,불등가사리추출물,캐모마일꽃추출물,당느릅나무뿌리추출물,줄맨드라미씨추출물,실론시나몬나무껍질추출물,프랑스해안송껍질추출물,잇꽃씨오일,티트리잎오일,하이드로제네이티드레시틴,정제수,세테아릴알코올,소듐폴리아크릴로일다이메틸타우레이트,솔비탄스테아레이트,부틸렌글라이콜,스페인감초뿌리줄기/뿌리,알란토인,잔탄검,돌콩스테롤,리놀레익애씨드,카프릴릭/카프릭트라이글리세라이드,포스포리피드,다이소듐이디티에이,프룩토올리고사카라이드,살리실릭애씨드,베타-글루칸,하이드롤라이즈드하이알루로닉애씨드,세라마이드엔피,카프릴로일글라이신,헥실렌글라이콜,캠퍼,실리카,사코신,4-터피네올,메틸메타크릴레이트크로스폴리머,1&2-헥산다이올,에틸헥실글리세린,리모넨",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0012/A00000012832201ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000128322&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
61,피지오겔 레드수딩 AI 진정보습 로션 100ml,100.0,25000.0,250.0,"정제수,카프릴릭/카프릭트리글리세라이드,글리세린,펜틸렌글라이콜,시어버터,하이드로제네이티드레시틴,팔미타마이드엠이에이,하이드록시에칠셀룰로오스,카프릴릴글라이콜,잔탄검,베타인,스쿠알란,사코신,아세트아마이드엠이에이,소듐카보머,카보머,세라마이드엔피",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0012/A00000012977209ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000129772&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
62,네오젠 프로바이오틱스 유스 리페어 에멀젼,100.0,34000.0,340.0,"정제수,글리세린,카프릴릭/카프릭트라이글리세라이드,다이프로필렌글라이콜,세틸에틸헥사노에이트,1&2-헥산다이올,나이아신아마이드,사이클로펜타실록세인,사이클로헥사실록세인,시어버터,글리세릴스테아레이트,트레할로오스,피이지-100스테아레이트,다이메티콘,세틸알코올,스테아릴알코올,팔미틱애씨드,스테아릭애씨드,카보머,트로메타민,에틸헥실글리세린,아데노신,황련추출물,부틸렌글라이콜,락토바실러스발효용해물,아이소펜틸다이올,미역추출물,덱스트린,카카오추출물,꿀추출물,소듐피씨에이,소듐락테이트,병풀추출물,크랜베리추출물,비치스트로베리추출물,라즈베리추출물,로우스위트블루베리추출물,산수유열매추출물,아사이팜열매추출물,엘더열매추출물,오미자추출물,인삼열매추출물,빌베리열매추출물,알지닌,아스파틱애씨드,바오밥나무씨오일,피씨에이,세라마이드엔피,하이드로제네이티드레시틴,포스포리피드,글루코닉애씨드,글라이신,알라닌,베타인,알란토인,자일리톨,판테놀,하이드롤라이즈드콜라겐,호두오일,로얄젤리추출물,바나나추출물,검은서양송로추출물,소듐하이알루로네이트,프로폴리스추출물,당근추출물,사철쑥추출물,스쿠알란,락틱애씨드,세린,발린,프로판다이올,팔미토일트라이펩타이드-5,카프릴릴글라이콜,콜레스테롤,아이소류신,트레오닌,프롤린,아시아티코사이드,마데카식애씨드,아시아틱애씨드,토코페릴아세테이트,흰서양송로추출물,페닐알라닌,히스티딘,진흙버섯추출물,글루타티온,펜틸렌글라이콜,세라마이드엔에스,세라마이드에이에스,하이드록시프로필트라이모늄하이알루로네이트,올리브오일,비피다발효용해물,아세틸헥사펩타이드-8,세라마이드1,세라마이드에이피,베타-글루칸,스트렙토코쿠스테르모필루스발효물,마데카소사이드,하이드롤라이즈드하이알루로닉애씨드,하이알루로닉애씨드,올리고펩타이드-1,소듐아세틸레이티드하이알루로네이트,피토스테롤,소듐하이알루로네이트크로스폴리머,다이소듐이디티에이,향료",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0013/A00000013559107ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000135591&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
63,비오템 옴므 티쀼르 모이스춰라이저 50ml,50.0,84000.0,1680.0,"정제수,글리세린,변성알코올,디메치콘,펜타에리스리틸테트라에칠헥사노에이트,실리카,디프로필렌글라이콜,암모늄폴리아크릴로일디메칠타우레이트,라우릴메타크릴레이트/글라이콜디메타크릴레이트크로스폴리머,피이지/피피지/폴리부틸렌글라이콜-8/5/3글리세린,펄라이트,트리에탄올아민,폴리메칠실세스퀴옥산,살리실릭애씨드,폴록사머338,향료,카보머,카프릴릴글라이콜,하이드롤라이즈드알진,비트레오실라발효물,토코페롤,리모넨,리날룰,징크설페이트,벤질살리실레이트,부틸페닐메칠프로피오날,알파-이소메칠이오논,벤질알코올,시트로넬올",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0013/A00000013741801ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000137418&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
64,비오템 옴므 아쿠아파워 모이스춰라이저 75ml,75.0,78000.0,1040.0,"정제수,디메치콘,변성알코올,글리세린,부틸렌글라이콜,시어버터,암모늄폴리아크릴로일디메칠타우레이트,행인오일,페녹시에탄올,토코페릴아세테이트,판테놀,헥실렌글라이콜,마그네슘글루코네이트,2-올레아미도-1,3-옥타데칸디올,콜레스테롤,프룩토오스,글루코오스,바이오사카라이드검-1,토코페롤,아스코빌글루코사이드,비트레오실라발효물,멘톡시프로판디올,디소듐이디티에이,트리에탄올아민,우레아,징크글루코네이트,덱스트린,벤질알코올,카퍼글루코네이트,청색1호,황색4호,헥실니코티네이트,슈크로오스,글루타믹애씨드,망가니즈글루코네이트,아스파틱애씨드,알라닌,향료,리날룰,리모넨,하이드록시시트로넬알,벤질살리실레이트,시트로넬올,쿠마린,시트랄",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0013/A00000013744603ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000137446&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
65,한율 빨간쌀 진액에멀젼 125ml,125.0,42000.0,336.0,"정제수,글리세린,프로판다이올,하이드로제네이티드폴리,하이드로제네이티드폴리아이소부텐,다이아이소스테아릴말레이트,나이아신아마이드,비스-하이드록시에톡시프로필다이메티콘,C14-22알코올,시어버터,피씨에이다이메티콘,천궁수,왜당귀뿌리수,1&2-헥산다이올,글리세릴스테아레이트시트레이트,글리세릴폴리메타크릴레이트,C12-20알킬글루코사이드,부틸렌글라이콜,글리세릴스테아레이트,세테아릴알코올,하이드로제네이티드식물성오일,카보머,쌀발효여과물,향료,스테아릭애씨드,트로메타민,팔미틱애씨드,잔탄검,글리세릴카프릴레이트,에틸헥실글리세린,다이소듐이디티에이,아데노신,덱스트린,카카오추출물,글루코오스,미리스틱애씨드,라우릭애씨드,토코페롤",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0013/A00000013762601ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000137626&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
66,라네즈옴므 액티브워터 모이스처라이저 125ml,125.0,27000.0,216.0,"정제수,글리세린,프로판디올,스쿠알란,해수,징크글루코네이트,바이오사카라이드검-1,카퍼글루코네이트,칼슘글루코네이트,마그네슘아스파테이트,디카프릴릴에텔,디메치콘,시어버터,사이클로펜타실록산,C14-22알코올,디메치콘올,글리세릴스테아레이트,피이지-100스테아레이트,세테아릴알코올,카보머,C12-20알킬글루코사이드,글리세릴카프릴레이트,트로메타민,에칠헥실글리세린,부틸렌글라이콜,디소듐이디티에이,향료",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0013/A00000013765204ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000137652&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
67,프리메라 맨오가니언스 모이스춰에멀전 150ml,150.0,30000.0,200.0,"정제수,부틸렌글라이콜,글리세린,스쿠알란,사이클로펜타실록산,디메치콘/비닐디메치콘크로스폴리머,세틸에칠헥사노에이트,사이클로헥사실록산,디메치콘,시어버터,C14-22알코올,1&2-헥산다이올,세테아릴알코올,글리세릴스테아레이트,피이지-100스테아레이트,쌀배아추출물,베헤닐알코올,프로판디올,디메치콘올,C12-20알킬글루코사이드,카보머,콩싹추출물,참깨싹추출물,트로메타민,글리세릴카프릴레이트,향료,만니톨,에칠헥실글리세린,디소듐이디티에이,리모넨,암모늄글리시리제이트,리날룰,센타우리추출물,시트로넬올,C12-14파레스-12,제라니올,카페인,징크글루코네이트,시트랄,마로니에씨추출물",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0013/A00000013801001ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000138010&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
68,한율 어린쑥수분진정플루이드 125ml,125.0,29000.0,232.0,"정제수,프로판다이올,메틸트라이메티콘,황해쑥잎수,1&2-헥산다이올,피씨에이다이메티콘,천궁수,왜당귀뿌리수,실리카,부틸렌글라이콜,판테놀,폴리메틸실세스퀴옥세인,폴리글리세릴-6카프릴레이트,폴리글리세릴-4카프레이트,암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,잔탄검,글리세릴카프릴레이트,트로메타민,향료,다이소듐이디티에이,에틸헥실글리세린,황해쑥잎오일,토코페롤",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0013/A00000013857306ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000138573&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
69,미프 리페어 앤 리프팅,65.0,24000.0,369.23,"정제수,글리세린,에탄올,사이클로펜타실록세인,프로판다이올,사이클로헥사실록세인,소듐클로라이드,하이드록시아세토페논,카프릴릴글라이콜,다이프로필렌글라이콜,다이포타슘글리시리제이트,1&2-헥산다이올,소듐하이알루로네이트,병풀잎추출물,마데카소사이드,소듐하이알루로네이트크로스폴리머,하이드롤라이즈드글라이코사미노글리칸,벤질클라이콜,하이드롤라이즈드하이알루로닉애씨드,에틸헥실글리세린,하이알로로닉애씨드,라즈베리케톤,알란토인,판테놀,아데노신,다이메티콘,피이지-10다이메티콘,다이메티콘/피이지,10/15크로스폴리머,소듐시트레이트,토코페롤,다이소듐이디티에이,멘톨,향로,리모넨,리날룰",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014089111ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000140891&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
70,비타민 씨 서스펜션 30% 인 실리콘,30.0,10300.0,343.33,"다이메티콘,아스코빅애씨드,폴리실리콘-11,피이지-10다이메티콘",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0014/A00000014131002ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000141310&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
71,눅스 맨 애프터쉐이브 수딩 밤 50ml,50.0,33000.0,660.0,"정제수,프로필헵틸카프릴레이트,글리세린,퀸즈랜드넛오일,다이카프릴릴카보네이트,하이드롤라이즈드바오밥나무추출물,아이소데실네오펜타노에이트,아라키딜알코올,글라이콜팔미테이트,하이드록시에틸우레아,바오밥나무씨오일,라우릴라우레이트,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,베헤닐알코올,만니톨,토코페롤,펜틸렌글라이콜,페녹시에탄올,글루코노락톤,리보오스,토코페릴아세테이트,아라키딜글루코사이드,암모늄글리시리제이트,소듐벤조에이트,소듐하이드록사이드,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,에탄올,테트라소듐글루타메이트다이아세테이트,폴리솔베이트60,솔비탄아이소스테아레이트,암모늄락테이트,당살초잎추출물,카페인,징크글루코네이트,카보머,칼슘글루코네이트,가시칠엽수씨추출물,로부르참나무껍질추출물,향료,리모넨",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0012/A00000012584504ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000125845&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
72,케어존 닥터R 아큐어 에멀전 EX 170,170.0,25000.0,147.06,"정제수,프로판디올,헥실데실에칠헥사노에이트,1&2-헥산다이올,글리세릴스테아레이트,글리세린,피이지-40스테아레이트,귤껍질추출물,판테놀,베타인,히솝추출물,쓴박하추출물,페우세디눔오스트루튬잎추출물,엘더꽃추출물,말로우추출물,페퍼민트잎추출물,카우슬립추출물,성모초추출물,꼬리풀추출물,레몬밤잎추출물,서양톱풀추출물,나이아신아마이드,트리에칠헥사노인,하이드로제네이티드폴리데센,디메치콘,소르비탄스테아레이트,세테아릴알코올,피이지-8,카프릴릴글라이콜,소듐폴리아크릴레이트,카보머,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,트로메타민,트리소듐이디티에이,향료,시트랄,리모넨,리날룰",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0012/A00000012314902ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000123149&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
73,엠브리올리스 레 크렘 플루이드 500ml,500.0,39000.0,78.0,"정제수,미네랄오일,스테아릭애씨드,팔미틱애씨드,글리세릴스테아레이트에스이,트라이에탄올아민,시어버터,세틸팔미테이트,1&2-헥산다이올,카프릴릴글라이콜,스테아레스-10,비즈왁스,폴리아크릴아마이드,C13-14아이소파라핀,향료,라우레스-7,프로필렌글라이콜,트로폴론,하이드롤라이즈드콩단백질,알로에베라잎추출물",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0012/A00000012079903ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000120799&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
74,엠브리올리스 필라덤 에멀젼 75ml,75.0,36000.0,480.0,"정제수,미네랄오일,스쿠알란,스테아릭애씨드,팔미틱애씨드,글리세릴스테아레이트에스이,스테아레스-10,시어버터,비즈왁스,트라이에탄올아민,세틸팔미테이트,1&2-헥산다이올,카프릴릴글라이콜,폴리아크릴아마이드,향료,C13-14아이소파라핀,프로필렌글라이콜,라우레스-7,트로폴론,하이드롤라이즈드콩단백질,알로에베라잎추출물",lotion_emulsion,https://image.oliveyoung.co.kr/uploads/images/goods/550/10/0000/0011/A00000011762203ko.jpg?l=ko,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000117622&dispCatNo=1000001000100080002&trackingCd=Cat1000001000100080002_Small
